sample_name,label,false_negative_appearances,false_positive_appearances,total_test_appearances,average_balanced_accuracy,average_f1_score,average_roc_auc_score,average_mcc_score,average_entropy,average_confidence,balanced_accuracy_variance,appearance_rate
P2-S5_TRB_new_embedded_low,0,0,41,104,0.46562499999999996,0.2741543778765632,0.46182692307692297,-0.07034934332733032,0.64213575990221,0.6286404804399923,0.007162469660194176,0.3942307692307692
P2-S23_TRB_new_embedded_high,1,78,0,81,0.46512345679012335,0.2650152022609761,0.46259259259259256,-0.07127854655457624,0.45509485137538946,0.7834474972321429,0.007041859567901236,0.9629629629629629
P3-S6_TRB_new_embedded_low,0,0,35,103,0.45582524271844677,0.2543996651977997,0.45410194174757285,-0.09299151482771575,0.6470075915237514,0.6132897648377633,0.007049067199695412,0.33980582524271846
P5-S21_TRB_new_embedded_high,1,70,0,91,0.4406593406593406,0.23023538816352043,0.4356593406593406,-0.12390447009075517,0.643980922253846,0.6225625654859367,0.005467338217338217,0.7692307692307693
P6-S24_TRB_new_embedded_low,0,0,54,91,0.4453296703296701,0.25998198905666015,0.439807692307692,-0.1108791394277626,0.6490088962974461,0.6157112376916763,0.007512667887667888,0.5934065934065934
P1-S2_TRB_new_embedded_high,1,39,0,89,0.4730337078651688,0.27440658493069997,0.46654494382022466,-0.05191634383699725,0.646280250214333,0.6186869992363861,0.008113987487231869,0.43820224719101125
P7-S19_TRB_new_embedded_low,0,0,4,94,0.451063829787234,0.24951558302686555,0.44813829787234033,-0.1013700121195854,0.5782316672330677,0.704682515126178,0.006571436742164265,0.0425531914893617
P5-S6_TRB_new_embedded_low,0,0,14,101,0.458168316831683,0.2512912105530261,0.4621782178217821,-0.08517693943136752,0.5332321571379808,0.7102442317246347,0.007426361386138613,0.13861386138613863
P5-S24_TRB_new_embedded_low,0,0,70,110,0.4502272727272727,0.2568118977814579,0.4531818181818181,-0.10107495434586464,0.6385967501350143,0.6257938756993492,0.007929993744787322,0.6363636363636364
P6-S18_TRB_new_embedded_low,0,0,105,119,0.44348739495798334,0.25317132621680644,0.43913865546218495,-0.11157562884518736,0.5939870646814829,0.6868344369389939,0.0066998112804443795,0.8823529411764706
P4-S17_TRB_new_embedded_high,1,60,0,99,0.4616161616161617,0.27001393560319364,0.4668686868686865,-0.07767382919104178,0.6043451003327915,0.6471214606750469,0.007440218511647082,0.6060606060606061
P8-S1_TRB_new_embedded_low,0,0,4,108,0.4666666666666667,0.25574884788181756,0.45749999999999996,-0.06993239530501472,0.4965894558776476,0.7670674266606936,0.007616822429906541,0.037037037037037035
P7-S23_TRB_new_embedded_low,0,0,8,107,0.45257009345794397,0.24652143574090843,0.4414719626168222,-0.09857228716274886,0.5998867409349102,0.6759080388211866,0.006980360606594956,0.07476635514018691
P2-S20_TRB_new_embedded_low,0,0,106,113,0.44181415929203555,0.2517220690218479,0.44294247787610613,-0.11805787581534528,0.5576118288506047,0.7183619875887863,0.007951366940581543,0.9380530973451328
P1-S12_TRB_new_embedded_low,0,0,68,112,0.43950892857142865,0.24022169248610775,0.4403794642857143,-0.12363652073049892,0.6503571073310574,0.6131205300311756,0.0073495314510939515,0.6071428571428571
P7-S4_TRB_new_embedded_low,0,0,40,89,0.45140449438202246,0.2608068076943467,0.4451404494382021,-0.096418631611549,0.6060739490835745,0.6563701931045578,0.007448289070480082,0.449438202247191
P2-S18_TRB_new_embedded_low,0,0,31,102,0.44558823529411773,0.234235980927959,0.44549019607843127,-0.1109843607277254,0.6190954804806402,0.6489845446192599,0.006601630751310424,0.30392156862745096
P7-S3_TRB_new_embedded_low,0,0,90,98,0.436734693877551,0.2473712513058383,0.42936224489795904,-0.12771341663396482,0.51492969717253,0.7440283989910228,0.0076701556911424355,0.9183673469387755
P1-S13_TRB_new_embedded_low,0,0,54,101,0.4504950495049506,0.25004305729487825,0.45009900990099005,-0.10073631771817601,0.6228273303449018,0.626050654046733,0.006312252475247523,0.5346534653465347
P2-S24_TRB_new_embedded_low,0,0,93,104,0.44903846153846155,0.24972512382891165,0.43319711538461525,-0.10466765036388802,0.6078758847972737,0.6643975764633441,0.006164115011202389,0.8942307692307693
P8-S12_TRB_new_embedded_low,0,0,5,105,0.45619047619047626,0.24601087063050775,0.451,-0.09064139344848972,0.524076771812794,0.7460550798302643,0.006896405677655678,0.047619047619047616
P9-S1_TRB_new_embedded_low,0,0,79,110,0.45545454545454556,0.27006214392162153,0.4535681818181816,-0.09107472961959076,0.6272895318767627,0.6418127745581215,0.006999791492910757,0.7181818181818181
P8-S5_TRB_new_embedded_low,0,0,100,121,0.4384297520661155,0.24600276363664172,0.43977272727272715,-0.12444466373796813,0.4973774748829608,0.7451757774518103,0.007115013774104684,0.8264462809917356
P5-S4_TRB_new_embedded_high,1,84,0,109,0.4545871559633028,0.2538027378183381,0.4476146788990824,-0.09547948561335372,0.6207496761690825,0.650482039967523,0.007328300203873598,0.7706422018348624
P7-S12_TRB_new_embedded_low,0,0,4,111,0.4490990990990992,0.2592436067488749,0.4446171171171169,-0.10082913466266889,0.5719698423253384,0.7130241198943711,0.0073741809991809985,0.036036036036036036
P1-S3_TRB_new_embedded_low,0,0,37,89,0.43735955056179787,0.22756870655610936,0.4309831460674155,-0.12988377362329612,0.655752556058871,0.5989466705675851,0.006166528345250256,0.4157303370786517
P5-S1_TRB_new_embedded_low,0,0,11,94,0.45345744680851097,0.25869290538082756,0.44202127659574464,-0.09508928809297296,0.5912673579642834,0.6839892812563269,0.00684947666437886,0.11702127659574468
P7-S5_TRB_new_embedded_high,1,96,0,96,0.4322916666666667,0.2191508963230636,0.4236197916666667,-0.1415265676290793,0.38939514125879104,0.8442881616005463,0.005893640350877192,1.0
P9-S5_TRB_new_embedded_high,1,84,0,97,0.4592783505154641,0.24973898229851826,0.461082474226804,-0.08278977433196834,0.6028774356940195,0.6647935337584726,0.007347911297250859,0.865979381443299
P1-S21_TRB_new_embedded_low,0,0,19,112,0.45758928571428575,0.2591473917208729,0.4563392857142857,-0.08696168608590135,0.5581170377034195,0.7030689488295556,0.006676118082368084,0.16964285714285715
P3-S4_TRB_new_embedded_low,0,0,71,97,0.44768041237113415,0.25395991986258165,0.4463144329896907,-0.10407683781753396,0.6107402744277718,0.6561963322161417,0.007839615549828179,0.7319587628865979
P1-S5_TRB_new_embedded_low,0,0,70,113,0.4508849557522123,0.25184953387023223,0.44121681415929187,-0.0976218498825435,0.6436863721136744,0.6204260364991815,0.007800549146649812,0.6194690265486725
P5-S9_TRB_new_embedded_low,0,0,3,104,0.4576923076923076,0.2621193658871101,0.4734855769230767,-0.08421514902463487,0.44811638224266387,0.8073999191486435,0.007998506348020911,0.028846153846153848
P5-S13_TRB_new_embedded_high,1,90,0,90,0.4380555555555556,0.2208146607235313,0.4288611111111111,-0.12587400937753884,0.4498293022355997,0.8015990931321505,0.007264435081148564,1.0
P5-S5_TRB_new_embedded_high,1,28,0,108,0.462037037037037,0.28377342734352035,0.4714814814814812,-0.07245630853493856,0.5931960182579336,0.6825529451226127,0.009257961232260296,0.25925925925925924
P8-S11_TRB_new_embedded_low,0,0,0,88,0.46477272727272717,0.2550021119335052,0.4651136363636361,-0.07208587661226204,0.3527316861654248,0.8684964041085886,0.006934430512016719,0.0
P8-S8_TRB_new_embedded_high,1,78,0,95,0.4692105263157896,0.26765888354920225,0.4571315789473684,-0.06323588777887512,0.5829094944066525,0.6829189718808055,0.006229423292273236,0.8210526315789474
P3-S14_TRB_new_embedded_low,0,0,1,99,0.46212121212121204,0.24873199384211367,0.4637373737373736,-0.07774964899078199,0.41221038999839266,0.8345459626281123,0.0060505565862708725,0.010101010101010102
P3-S8_TRB_new_embedded_low,0,0,88,115,0.4402173913043478,0.2349550058768735,0.4405869565217389,-0.12376952451711222,0.6204708087722427,0.6483020792385438,0.006005434782608697,0.7652173913043478
P3-S1_TRB_new_embedded_low,0,0,65,104,0.42956730769230755,0.23065842135047568,0.42670673076923066,-0.14308629446373008,0.61730984343483,0.6513272017181306,0.006453451736370426,0.625
P6-S3_TRB_new_embedded_high,1,61,0,91,0.45192307692307687,0.25473396131120013,0.45521978021978027,-0.10081576810266558,0.6351594917175909,0.6335938238641157,0.008044871794871792,0.6703296703296703
P7-S24_TRB_new_embedded_low,0,0,0,104,0.45312500000000006,0.24764701908187783,0.4611298076923075,-0.09455466657762483,0.3326570147710202,0.8723775300955737,0.006683100728155341,0.0
P5-S18_TRB_new_embedded_high,1,99,0,108,0.449074074074074,0.237242487757694,0.4428009259259258,-0.10500760174298557,0.5274239786379271,0.7294181584740935,0.006856611284181377,0.9166666666666666
P8-S4_TRB_new_embedded_low,0,0,52,91,0.4390109890109891,0.23715928380300547,0.43923076923076915,-0.12473603031247923,0.6213951559371368,0.6390935382637655,0.007739010989010987,0.5714285714285714
P2-S15_TRB_new_embedded_high,1,80,0,82,0.4320121951219514,0.22238720970583406,0.4277439024390243,-0.1398892869336966,0.5537216320296032,0.7224091168528404,0.007735715898825655,0.975609756097561
P6-S13_TRB_new_embedded_low,0,0,37,98,0.44846938775510187,0.24582563602447013,0.44737244897959155,-0.10689998302527753,0.6320558577493367,0.6267032987628063,0.007278560908899641,0.37755102040816324
P2-S7_TRB_new_embedded_low,0,0,51,101,0.45569306930693076,0.26250803424466557,0.4507920792079205,-0.08773396249694652,0.6506955422348888,0.6076500070274242,0.00883601485148515,0.504950495049505
P3-S7_TRB_new_embedded_low,0,0,6,102,0.45539215686274515,0.2512968296522411,0.4620098039215684,-0.0935667299142918,0.5034496201262342,0.763521280556758,0.007483013007183071,0.058823529411764705
P7-S2_TRB_new_embedded_high,1,93,0,93,0.43172043010752703,0.21982607389623912,0.41981182795698924,-0.14253186426733405,0.4620926192791556,0.8022941754070627,0.006713855773726041,1.0
P4-S19_TRB_new_embedded_high,1,95,0,101,0.43886138613861386,0.22564848305963184,0.43579207920792057,-0.12933500566455236,0.5793066308462418,0.6976876286132769,0.005843440594059406,0.9405940594059405
P1-S8_TRB_new_embedded_low,0,0,12,99,0.4595959595959596,0.25287932684142045,0.457070707070707,-0.0856318052743148,0.6178709623385406,0.6558430062374817,0.007623814677386106,0.12121212121212122
P8-S19_TRB_new_embedded_high,1,32,0,102,0.4600490196078434,0.28926526444908285,0.4471568627450981,-0.07766565540152787,0.6313784380612613,0.629190679472878,0.0080353936128907,0.3137254901960784
P7-S20_TRB_new_embedded_high,1,102,0,103,0.45339805825242724,0.24854739647592225,0.43131067961165026,-0.09533442581400206,0.3385850363743802,0.8525718146418405,0.007194222349133827,0.9902912621359223
P1-S6_TRB_new_embedded_low,0,0,17,115,0.44782608695652176,0.2467167474234314,0.44091304347826066,-0.10709408108399368,0.5891473307918866,0.6642151605049047,0.0063877765064836,0.14782608695652175
P3-S21_TRB_new_embedded_low,0,0,26,111,0.45315315315315324,0.26952682974991626,0.45409909909909907,-0.09282766237721571,0.6205271506895043,0.6445266651189805,0.007035421785421784,0.23423423423423423
P3-S13_TRB_new_embedded_high,1,88,0,97,0.4471649484536081,0.22880480326709415,0.45396907216494825,-0.11180626256910954,0.5683724146033181,0.69571353338675,0.004972347508591066,0.9072164948453608
P7-S18_TRB_new_embedded_low,0,0,1,118,0.4521186440677966,0.24065965881832913,0.4585593220338981,-0.10149417893700756,0.43079207682364945,0.8206418446808517,0.0064270969143850505,0.00847457627118644
P9-S10_TRB_new_embedded_high,1,18,0,92,0.4641304347826086,0.28065993823953955,0.47062499999999985,-0.0688600260362537,0.5221757240485893,0.726400945701907,0.0076552795031055885,0.1956521739130435
P8-S21_TRB_new_embedded_low,0,0,28,108,0.4497685185185184,0.25586078871963014,0.44370370370370366,-0.10218687682589381,0.6270221747251873,0.6417422342210038,0.0071903664762893735,0.25925925925925924
P1-S22_TRB_new_embedded_high,1,36,0,99,0.46767676767676775,0.28056573961169995,0.4722474747474745,-0.06495541749080852,0.6204539688725057,0.6493959044772466,0.008294037311894455,0.36363636363636365
P8-S3_TRB_new_embedded_high,1,82,0,112,0.4506696428571428,0.2495286767240062,0.4431249999999999,-0.10071834896729628,0.6246509487458672,0.6424091267391875,0.007167340331402831,0.7321428571428571
P4-S12_TRB_new_embedded_low,0,0,17,91,0.4502747252747251,0.2605026502257968,0.4323076923076921,-0.10043890003100842,0.6266590882664501,0.6386854986599753,0.007520757020757022,0.18681318681318682
P2-S13_TRB_new_embedded_low,0,0,3,94,0.4611702127659574,0.24803128503713887,0.4623670212765957,-0.08270076068997248,0.41825101535704245,0.8105470652642623,0.006715282544040265,0.031914893617021274
P4-S22_TRB_new_embedded_high,1,76,0,105,0.4454761904761906,0.2514017048047199,0.44769047619047614,-0.10920803601239187,0.636253022612315,0.6342699818276782,0.008386790293040293,0.7238095238095238
P5-S10_TRB_new_embedded_high,1,104,0,105,0.429047619047619,0.22466001695476473,0.4343095238095238,-0.14562790536158027,0.517106391792629,0.7525736730194451,0.008090430402930403,0.9904761904761905
P2-S16_TRB_new_embedded_high,1,95,0,101,0.43366336633663366,0.24051418697695184,0.42294554455445554,-0.13358902814939266,0.5322717731231994,0.7299559196919152,0.007105445544554457,0.9405940594059405
P3-S15_TRB_new_embedded_low,0,0,46,107,0.45163551401869156,0.2588726931388955,0.4569158878504672,-0.09696649553091662,0.6330522811263417,0.6238127115495058,0.008022064009874801,0.42990654205607476
P7-S17_TRB_new_embedded_low,0,0,89,113,0.449778761061947,0.25763314945641547,0.45159292035398213,-0.10230689135803502,0.6221926998918226,0.6432637830805237,0.008387227402022756,0.7876106194690266
P9-S12_TRB_new_embedded_high,1,49,0,78,0.44967948717948714,0.25496414586248295,0.46115384615384597,-0.10416021517785272,0.648984967639139,0.6112947682915317,0.00741061022311022,0.6282051282051282
P1-S9_TRB_new_embedded_low,0,0,0,94,0.4715425531914895,0.2731285702658559,0.4913297872340426,-0.056351216631940225,0.27707411006125615,0.8943388166558451,0.0059892616106154185,0.0
P8-S20_TRB_new_embedded_low,0,0,23,104,0.4584134615384616,0.2472440166271059,0.44911057692307665,-0.08844804336793147,0.6289948104248039,0.6450048665734046,0.00663362350634802,0.22115384615384615
P9-S11_TRB_new_embedded_low,0,0,0,104,0.45216346153846154,0.24574813517047434,0.4578124999999998,-0.09838520443342334,0.39749588512678485,0.8340356781369098,0.007513477875280059,0.0
P8-S15_TRB_new_embedded_low,0,0,55,95,0.4423684210526316,0.2631851781391069,0.43255263157894736,-0.11535325100538818,0.6426828282513762,0.6203907030164516,0.007753639417693167,0.5789473684210527
P5-S11_TRB_new_embedded_high,1,74,0,92,0.45027173913043483,0.23083407626579353,0.4613315217391304,-0.10470340629272638,0.6168656981381343,0.6535057801460595,0.006874925346392737,0.8043478260869565
P6-S8_TRB_new_embedded_low,0,0,24,104,0.4408653846153847,0.22795678227285254,0.4489182692307692,-0.12386073901402384,0.5815187356824166,0.683561625558293,0.006457010828976847,0.23076923076923078
P8-S10_TRB_new_embedded_low,0,0,51,100,0.4522499999999999,0.2517251235015666,0.4503749999999998,-0.0992729861627942,0.6377097624507535,0.6297992543352567,0.007690593434343434,0.51
P4-S23_TRB_new_embedded_low,0,0,25,85,0.4520588235294119,0.2422147425015437,0.44088235294117667,-0.09746733485508437,0.6184441944810145,0.6533427914889037,0.006372198879551821,0.29411764705882354
P9-S14_TRB_new_embedded_low,0,0,42,103,0.4553398058252427,0.2622840424858881,0.45407766990291243,-0.09255165807599873,0.6154674289013304,0.6441797619503495,0.00820650104702075,0.4077669902912621
P6-S5_TRB_new_embedded_high,1,47,0,100,0.4547500000000002,0.25893824949142913,0.4502499999999998,-0.09357840609298268,0.6018464248291403,0.6562245404419376,0.007281502525252523,0.47
P3-S24_TRB_new_embedded_low,0,0,47,118,0.45720338983050834,0.2552308483504881,0.4501694915254236,-0.08783554749390472,0.6397065476261573,0.6273348706296024,0.008719035202086051,0.3983050847457627
